series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,448.9,452.55,445.0,447.2,446.4,446.05,448.64,464.2,211.7,"1,00,73,185","4,51,92,74,315.45","93,524"
EQ,145.65,147.2,141.95,144.85,144.3,144.5,144.56,170.5,35.35,"1,65,44,136","2,39,16,72,255.35","74,364"
EQ,543.25,564.0,532.5,543.45,556.0,557.15,550.09,594.8,239.2,"1,09,84,280","6,04,23,68,896.25","1,29,950"
EQ,103.6,104.7,100.65,102.45,102.65,102.3,102.62,115.85,42.75,"9,64,93,592","9,90,17,31,128.25","2,72,150"
EQ,502.95,503.0,490.75,501.0,494.75,494.45,495.23,507.35,223.25,"88,11,105","4,36,35,00,836.90","1,29,283"
EQ,284.0,284.2,275.7,283.25,278.3,277.65,278.27,292.95,150.05,"1,37,19,808","3,81,77,78,945.65","1,21,200"
EQ,411.95,413.4,401.0,409.5,401.7,402.85,404.44,506.0,158.4,"15,05,657","60,89,51,005.25","33,447"
EQ,656.8,661.75,646.5,654.1,655.2,656.05,655.66,687.95,331.45,"62,46,791","4,09,57,45,550.20","89,772"
EQ,169.1,170.45,166.8,168.8,169.05,168.9,168.91,196.8,85.5,"1,43,67,479","2,42,68,79,482.65","86,076"
EQ,762.85,778.0,747.7,757.4,759.0,757.2,759.77,828.0,253.0,"6,05,379","45,99,50,356.35","16,707"
EQ,166.1,177.0,161.65,165.0,163.8,164.15,167.87,663.0,114.7,"81,36,940","1,36,59,41,829.60","58,745"
EQ,321.5,321.5,314.5,318.8,317.5,317.95,318.33,327.75,190.65,"1,28,57,918","4,09,30,84,192.95","1,53,200"
EQ,"1,071.00","1,079.90","1,056.60","1,069.20","1,060.10","1,059.30","1,065.38","1,085.95",507.95,"12,83,259","1,36,71,54,151.00","30,295"
EQ,646.55,669.8,646.55,656.4,664.9,665.4,663.41,814.9,532.0,"6,03,803","40,05,71,531.35","19,006"
EQ,603.8,623.15,596.05,600.65,620.5,621.1,611.93,650.0,249.0,"46,77,642","2,86,23,84,074.75","90,179"
