series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
EQ,491.0,494.4,481.5,490.25,483.0,484.75,488.32,895.85,432.0,"25,11,478","1,22,64,12,624.70","50,730"
EQ,"1,224.85","1,229.90","1,216.10","1,224.90","1,223.95","1,225.40","1,223.94","3,217.60","1,193.35","66,73,250","8,16,76,61,853.95","1,81,273"
EQ,319.0,320.7,312.4,318.1,319.3,319.95,316.35,594.8,303.25,"16,73,581","52,94,31,107.85","26,666"
EQ,835.10,849.60,825.30,837.65,844.90,846.95,839.59,"1,097.00",723.35,"12,53,438","1,05,23,70,306.45","40,807"
EQ,360.25,362.35,353.8,360.1,360.0,361.1,357.94,543.55,349.25,"38,43,725","1,37,58,14,251.00","62,294"
EQ,301.15,312.4,297.5,302.35,312.0,311.2,306.67,448.45,292.8,"1,57,93,327","4,84,32,75,195.60","1,47,722"
EQ,284.9,288.9,278.05,284.9,288.05,288.2,283.06,384.2,253.4,"13,44,949","38,06,97,362.95","47,294"
EQ,51.0,51.35,49.49,51.42,50.63,50.64,50.29,86.04,35.5,"3,89,70,008","1,95,99,69,035.41","1,20,603"
EQ,73.08,73.41,71.14,73.21,72.8,73.01,72.28,118.4,71.0,"1,35,97,956","98,28,68,097.73","84,955"
EQ,430.5,442.75,419.7,431.5,438.5,440.4,432.57,804.9,418.75,"41,54,074","1,79,69,19,408.70","84,584"
EQ,395.00,397.45,375.75,395.70,375.75,375.75,379.14,"2,109.15",313.4,"7,15,989","27,14,61,787.75","22,308"
EQ,171.0,171.55,161.14,170.79,163.0,163.81,166.2,663.0,124.25,"64,38,391","1,07,00,52,291.41","92,827"
EQ,263.85,267.9,260.2,263.2,265.55,266.95,264.52,366.25,252.2,"1,04,83,635","2,77,31,65,110.10","1,01,687"
EQ,88.85,90.0,86.86,88.62,89.48,89.51,88.26,159.65,86.25,"81,14,134","71,61,23,420.40","38,170"
EQ,554.35,557.85,539.1,557.1,543.95,545.25,545.23,776.6,516.3,"5,23,185","28,52,56,240.20","17,757"
EQ,264.0,266.05,250.0,262.8,253.9,255.3,256.01,452.95,250.0,"8,50,423","21,77,15,632.40","25,154"
EQ,118.45,119.25,116.31,118.45,118.71,119.0,117.9,190.9,114.4,"86,78,689","1,02,32,02,013.03","64,711"
EQ,252.25,253.55,246.85,252.3,252.2,252.75,250.76,687.0,242.2,"55,34,272","1,38,77,80,397.85","64,005"
EQ,899.00,904.90,870.10,890.35,894.30,897.55,892.20,"2,174.10",840.45,"27,18,141","2,42,51,21,578.30","89,458"
EQ,232.2,237.15,229.55,233.65,236.0,236.6,234.18,345.0,223.0,"61,70,974","1,44,50,92,064.00","77,776"
EQ,318.95,326.4,316.65,319.95,324.05,324.6,322.38,594.8,303.25,"23,25,236","74,96,05,298.15","23,844"
EQ,255.8,273.3,252.3,255.8,267.75,267.5,267.79,828.0,251.5,"33,04,306","88,48,70,853.05","36,768"
EQ,50.3,55.28,49.84,50.64,54.2,54.16,53.62,86.04,35.5,"7,19,27,816","3,85,68,53,909.02","1,57,791"
EQ,311.2,316.35,310.6,311.2,314.5,314.8,314.43,448.45,292.8,"1,30,79,903","4,11,27,08,979.70","1,31,230"
EQ,288.2,299.4,286.0,288.2,298.65,298.35,295.15,384.2,253.4,"14,56,608","42,99,19,444.70","36,120"
EQ,439.0,460.0,431.45,440.4,454.7,454.85,453.17,804.9,418.75,"40,76,153","1,84,71,88,726.95","63,875"
EQ,221.5,232.33,216.16,226.87,229.25,229.4,223.78,311.8,186.03,"70,24,903","1,57,20,46,275.12","1,00,535"
EQ,360.0,365.3,358.0,361.1,361.85,362.3,362.63,543.55,349.25,"30,97,726","1,12,33,22,802.75","54,759"
EQ,840.00,862.00,838.05,846.95,860.00,860.10,856.85,"1,097.00",723.35,"13,78,738","1,18,13,77,660.35","48,484"
EQ,545.25,555.5,532.4,545.25,545.85,545.25,546.88,776.6,516.3,"4,44,432","24,30,49,640.45","16,051"
EQ,337.0,350.0,334.7,339.6,347.5,347.65,345.59,494.85,326.35,"60,83,541","2,10,24,38,382.90","75,298"
EQ,118.11,120.17,117.9,119.0,120.0,119.87,119.39,190.9,114.4,"91,58,990","1,09,35,16,547.31","79,135"
EQ,251.0,256.45,249.55,252.75,255.1,255.6,253.97,687.0,242.2,"68,87,175","1,74,91,02,318.05","59,509"
EQ,364.75,394.50,361.20,375.75,394.50,394.50,391.54,"2,109.15",313.4,"10,94,392","42,84,97,065.95","10,158"
EQ,262.5,268.5,262.3,266.95,263.25,263.05,264.66,366.25,252.2,"1,46,02,009","3,86,46,24,426.55","1,09,014"
EQ,162.21,164.76,161.65,164.07,163.6,163.53,163.22,246.3,155.51,"98,42,304","1,60,64,58,746.16","94,978"
EQ,88.0,90.9,87.76,89.51,90.35,89.98,90.04,159.65,86.25,"69,48,254","62,55,86,893.75","32,590"
EQ,162.4,172.7,160.0,163.81,169.4,169.49,168.91,663.0,124.25,"68,14,476","1,15,10,29,830.76","79,679"
EQ,254.0,268.55,253.0,255.3,265.4,264.8,264.59,452.95,250.0,"8,13,906","21,53,51,978.65","28,996"
EQ,236.0,238.8,234.5,236.6,238.1,238.3,237.51,345.0,223.0,"61,68,581","1,46,50,85,713.85","60,532"
EQ,72.95,74.83,72.15,73.01,74.5,74.62,73.79,118.4,71.0,"1,20,62,248","89,00,15,489.54","58,180"
EQ,478.7,488.85,472.6,484.75,482.4,482.55,482.81,895.85,432.0,"31,93,090","1,54,16,41,019.40","80,930"
EQ,"1,219.50","1,232.75","1,217.55","1,225.40","1,226.30","1,227.45","1,226.67","3,217.60","1,193.35","62,17,338","7,62,66,01,753.25","1,78,165"
EQ,875.25,885.85,860.95,897.55,867.00,864.70,871.22,"2,174.10",840.45,"41,21,742","3,59,09,27,343.15","1,19,390"
EQ,262.75,266.45,261.3,263.05,265.75,265.75,265.0,366.25,252.2,"1,53,12,926","4,05,78,99,228.00","1,22,755"
EQ,266.0,273.85,263.8,264.8,270.75,270.9,269.5,452.95,250.0,"6,47,906","17,46,08,073.55","21,324"
EQ,54.0,55.35,53.25,54.16,54.84,54.88,54.73,86.04,35.5,"3,88,73,355","2,12,74,74,343.00","96,717"
EQ,236.8,242.65,236.5,238.3,241.55,241.9,240.91,345.0,223.0,"89,29,816","2,15,12,89,262.30","75,285"
EQ,89.5,94.37,89.15,89.98,93.89,93.92,92.56,159.65,86.25,"91,56,417","84,74,91,600.84","42,815"
EQ,396.30,414.20,391.50,394.50,414.20,414.20,403.51,"2,109.15",313.4,"8,59,879","34,69,73,052.90","13,106"
EQ,360.0,369.45,360.0,362.3,369.0,367.95,366.04,543.55,349.25,"46,24,287","1,69,26,86,096.70","70,120"
EQ,225.95,234.0,223.06,229.4,225.8,228.05,228.4,311.8,186.03,"45,08,231","1,02,96,80,264.64","71,725"
EQ,169.0,176.0,168.5,169.49,175.05,174.42,173.69,663.0,124.25,"90,12,827","1,56,54,21,790.07","78,650"
EQ,450.0,477.75,448.8,454.85,470.0,468.55,471.61,804.9,418.75,"77,33,476","3,64,71,70,200.80","1,21,229"
EQ,547.5,553.75,536.7,545.25,551.0,551.15,548.41,776.6,516.3,"3,03,044","16,61,91,664.55","11,054"
EQ,254.0,259.65,253.2,255.6,258.55,258.6,257.35,687.0,242.2,"81,55,780","2,09,89,23,149.55","62,710"
EQ,162.1,167.43,161.61,163.53,166.75,167.14,165.76,246.3,155.51,"1,01,10,659","1,67,59,14,204.05","77,284"
EQ,480.0,495.0,477.35,482.55,483.65,484.3,486.84,895.85,432.0,"37,81,087","1,84,07,91,168.15","75,963"
EQ,312.55,327.15,311.5,314.8,325.05,325.15,323.02,448.45,292.8,"2,28,88,146","7,39,32,29,124.95","2,15,158"
EQ,266.0,294.25,262.0,267.5,285.0,285.65,284.26,828.0,251.5,"40,85,368","1,16,12,88,938.60","46,816"
EQ,348.0,361.0,344.55,347.65,358.5,357.95,355.7,494.85,326.35,"1,00,98,769","3,59,21,32,136.35","1,17,838"
EQ,299.6,308.5,297.05,298.35,306.7,306.85,304.47,384.2,253.4,"22,79,699","69,40,91,563.85","36,081"
EQ,"1,223.95","1,239.35","1,222.00","1,227.45","1,232.00","1,233.00","1,233.94","3,217.60","1,193.35","77,95,582","9,61,92,77,166.50","1,62,561"
EQ,861.00,883.95,845.00,864.70,864.95,864.95,862.32,"2,174.10",840.45,"34,99,937","3,01,80,52,069.60","1,08,090"
EQ,323.8,332.2,321.25,324.6,331.0,331.7,329.26,594.8,303.25,"17,71,611","58,33,17,718.00","30,669"
EQ,119.84,122.95,118.98,119.87,122.82,122.79,121.8,190.9,114.4,"99,40,851","1,21,07,56,742.16","73,950"
EQ,852.10,882.50,852.10,860.10,879.15,879.30,873.15,"1,097.00",723.35,"12,83,212","1,12,04,41,663.05","52,650"
EQ,75.5,80.41,75.0,74.62,79.89,79.8,78.43,118.4,71.0,"5,08,30,969","3,98,67,78,370.98","1,69,174"
EQ,331.0,331.0,321.9,331.7,322.1,323.0,324.9,594.8,303.25,"21,93,356","71,26,25,957.05","24,978"
EQ,357.95,362.45,353.7,357.95,356.0,357.2,358.56,494.85,326.35,"61,19,901","2,19,43,70,268.95","83,370"
EQ,323.3,329.75,321.55,325.15,325.0,326.25,327.64,448.45,292.8,"1,08,09,296","3,54,15,73,792.95","1,82,193"
EQ,864.95,877.00,841.00,864.95,845.00,849.35,856.98,"2,174.10",840.45,"28,95,228","2,48,11,66,963.35","93,028"
EQ,54.9,56.3,54.3,54.88,55.04,55.17,55.33,86.04,35.5,"5,67,99,902","3,14,28,69,936.58","1,43,446"
EQ,241.9,243.05,238.1,241.9,239.1,239.9,240.14,345.0,223.0,"56,97,387","1,36,81,49,445.95","69,097"
EQ,166.9,168.49,163.09,167.14,163.8,164.21,165.62,246.3,155.51,"1,02,15,346","1,69,18,68,515.05","80,085"
EQ,122.0,123.71,120.83,122.79,121.74,121.33,121.97,190.9,114.4,"96,57,933","1,17,79,34,506.35","82,938"
EQ,174.2,177.86,171.68,174.42,173.0,172.88,174.64,663.0,124.25,"44,20,590","77,20,30,850.85","52,240"
EQ,485.0,490.45,475.0,484.3,476.5,478.65,482.25,895.85,432.0,"23,39,494","1,12,82,17,302.45","55,604"
EQ,306.7,306.7,298.1,306.85,301.35,301.55,301.98,384.2,253.4,"17,09,366","51,61,91,328.20","39,405"
EQ,286.0,296.25,274.55,285.65,277.3,278.5,284.94,828.0,251.5,"25,43,385","72,47,21,104.25","36,700"
EQ,265.3,265.75,259.4,265.75,261.6,261.9,261.67,366.25,252.2,"1,07,57,038","2,81,47,93,345.35","85,123"
EQ,872.80,887.10,863.25,879.30,876.55,880.35,875.26,"1,097.00",723.35,"41,52,422","3,63,44,33,846.90","73,211"
EQ,367.55,371.2,365.3,367.95,369.0,369.95,369.3,543.55,349.25,"52,35,241","1,93,33,64,489.80","64,107"
EQ,"1,228.70","1,240.00","1,222.15","1,233.00","1,226.90","1,228.15","1,231.37","3,217.60","1,193.35","69,04,025","8,50,13,82,497.70","2,13,824"
EQ,80.1,82.16,79.53,79.8,79.92,79.89,80.78,118.4,71.0,"4,16,31,037","3,36,28,13,628.13","1,15,594"
EQ,269.45,278.85,266.1,270.9,267.0,266.95,271.53,452.95,250.0,"7,60,386","20,64,64,329.70","24,425"
EQ,224.6,232.9,222.12,228.05,222.97,223.78,228.05,311.8,186.03,"27,49,434","62,70,01,661.34","47,802"
EQ,414.00,425.00,395.00,414.20,405.70,403.45,414.20,"2,109.15",313.4,"11,67,414","48,35,48,445.45","21,098"
EQ,474.0,506.7,473.1,468.55,496.0,496.6,496.04,804.9,418.75,"2,57,50,317","12,77,30,75,876.65","3,43,486"
EQ,552.0,562.0,540.2,551.15,542.6,543.65,551.8,776.6,516.3,"5,87,222","32,40,29,484.60","18,347"
EQ,258.0,259.4,250.65,258.6,251.7,251.3,252.63,687.0,242.2,"98,45,416","2,48,72,22,385.45","72,541"
EQ,93.44,95.75,92.59,93.92,92.65,92.99,94.16,159.65,86.25,"87,91,330","82,77,65,219.47","39,852"
EQ,258.0,261.8,257.25,261.9,259.15,259.15,259.44,366.25,252.2,"1,45,99,185","3,78,76,10,031.45","1,25,718"
EQ,543.0,549.9,535.75,543.65,541.9,543.75,542.78,776.6,516.3,"3,24,612","17,61,93,051.90","12,911"
EQ,868.10,887.40,855.10,880.35,859.85,862.25,870.21,"1,097.00",723.35,"16,86,346","1,46,74,81,714.55","60,394"
EQ,220.5,222.64,216.5,223.78,217.78,217.79,219.49,311.8,186.03,"11,54,429","25,33,80,006.66","25,891"
EQ,840.00,842.70,819.10,849.35,836.50,836.05,830.78,"2,174.10",819.1,"36,82,290","3,05,91,75,418.10","1,03,317"
EQ,368.05,368.5,361.15,369.95,364.3,364.8,364.8,543.55,349.25,"45,33,486","1,65,37,99,923.80","89,346"
EQ,356.0,356.95,351.65,357.2,354.4,354.6,354.55,494.85,326.35,"37,58,390","1,33,25,46,884.35","53,332"
EQ,171.85,171.87,166.3,172.88,167.68,167.64,167.88,663.0,124.25,"31,75,847","53,31,46,732.47","34,147"
EQ,78.9,78.95,77.05,79.89,77.28,77.24,77.63,118.4,71.0,"1,73,96,412","1,35,05,59,991.79","79,410"
EQ,320.9,325.5,317.65,323.0,319.2,319.3,320.28,594.8,303.25,"33,07,496","1,05,93,16,046.45","44,352"
EQ,161.5,165.69,160.7,164.21,164.39,164.58,163.71,246.3,155.51,"74,11,226","1,21,33,00,212.03","84,693"
EQ,236.3,237.95,234.0,239.9,234.5,234.35,235.52,345.0,223.0,"68,83,143","1,62,11,12,333.75","78,561"
EQ,322.1,325.4,319.45,326.25,320.4,320.1,322.08,448.45,292.8,"60,34,113","1,94,34,90,623.45","1,32,487"
EQ,91.5,91.5,90.0,92.99,90.78,90.78,90.81,159.65,86.25,"46,82,847","42,52,57,539.90","27,791"
EQ,397.00,408.20,384.35,403.45,398.20,399.15,394.80,"2,109.15",313.4,"11,73,169","46,31,67,067.30","18,822"
EQ,477.9,478.55,468.0,478.65,468.95,470.1,472.41,895.85,432.0,"19,26,104","90,99,14,007.65","47,791"
EQ,266.95,266.95,257.55,266.95,262.0,261.25,261.72,452.95,250.0,"5,08,314","13,30,36,816.80","18,335"
EQ,273.05,277.0,265.6,278.5,267.8,267.1,270.38,828.0,251.5,"24,75,235","66,92,47,007.00","29,728"
EQ,300.0,306.0,297.0,301.55,303.8,304.65,302.8,384.2,253.4,"21,26,423","64,38,75,726.70","43,073"
EQ,120.25,121.31,119.4,121.33,120.35,120.22,120.4,185.97,114.4,"87,64,985","1,05,53,30,830.80","77,068"
EQ,"1,216.55","1,223.25","1,210.50","1,228.15","1,215.00","1,214.55","1,215.90","3,217.60","1,193.35","71,72,498","8,72,10,21,715.35","2,00,264"
EQ,54.6,54.7,53.45,55.17,54.23,54.29,54.16,86.04,35.5,"4,31,62,800","2,33,75,17,418.78","1,10,617"
EQ,494.0,497.7,478.0,496.6,480.05,479.7,487.7,804.9,418.75,"45,78,924","2,23,31,61,186.55","78,918"
EQ,251.25,253.5,248.75,251.3,251.25,251.0,251.54,687.0,242.2,"67,73,845","1,70,39,00,805.45","75,488"
EQ,217.8,221.14,210.5,217.79,211.06,211.78,215.73,311.8,186.03,"14,49,979","31,28,10,277.24","31,425"
EQ,264.95,265.25,255.05,261.25,256.0,255.85,259.43,452.95,250.0,"6,44,237","16,71,35,533.85","17,479"
EQ,354.6,356.6,350.15,354.6,350.9,351.5,353.34,494.85,326.35,"40,66,133","1,43,67,25,630.90","50,729"
EQ,120.22,120.71,118.4,120.22,118.62,118.65,119.46,185.97,114.4,"76,07,411","90,87,52,466.30","77,030"
EQ,364.0,365.4,358.7,364.8,362.0,361.15,360.84,543.55,349.25,"45,25,493","1,63,29,62,759.05","68,424"
EQ,855.15,872.35,854.00,862.25,854.00,856.80,864.72,"1,097.00",723.35,"16,48,058","1,42,51,02,598.00","54,460"
EQ,251.9,252.9,247.7,251.0,248.15,248.45,249.69,687.0,242.2,"41,72,676","1,04,18,58,341.40","58,345"
EQ,836.50,867.00,828.65,836.05,841.05,840.65,846.75,"2,174.10",819.1,"52,99,509","4,48,73,53,511.20","1,38,881"
EQ,167.85,170.41,165.03,167.64,168.4,168.71,167.75,663.0,124.25,"27,13,211","45,51,33,607.08","32,507"
EQ,266.2,273.7,260.5,267.1,261.0,261.5,265.9,828.0,251.5,"24,48,274","65,09,84,585.90","28,988"
EQ,542.65,552.15,540.0,543.75,540.5,543.9,548.01,776.6,516.3,"3,87,034","21,20,97,795.40","9,885"
EQ,77.31,78.8,75.9,77.24,76.04,76.01,77.09,118.4,71.0,"2,07,38,338","1,59,88,00,721.13","67,460"
EQ,164.0,165.56,160.5,164.58,160.9,160.74,162.41,246.3,155.51,"65,20,927","1,05,90,39,553.21","53,837"
EQ,403.95,406.00,393.10,399.15,396.50,397.65,400.14,"2,109.15",313.4,"5,67,829","22,72,11,002.45","11,468"
EQ,320.1,321.5,315.75,320.1,316.8,318.7,318.26,448.45,292.8,"1,06,86,112","3,40,09,10,935.55","1,31,419"
EQ,258.8,259.95,254.9,259.15,255.25,255.75,256.39,366.25,252.2,"2,12,87,363","5,45,78,94,149.85","1,53,089"
EQ,319.3,320.25,309.35,319.3,310.0,309.85,312.56,594.8,303.25,"43,56,438","1,36,16,58,875.00","37,465"
EQ,54.29,55.08,54.27,54.29,54.38,54.58,54.64,86.04,35.5,"2,17,91,959","1,19,07,75,210.41","54,815"
EQ,482.0,482.8,466.2,479.7,467.0,467.25,472.53,804.9,418.75,"33,36,761","1,57,67,18,321.45","62,013"
EQ,"1,211.00","1,221.00","1,201.50","1,214.55","1,202.00","1,204.00","1,209.60","3,217.60","1,193.35","1,15,52,182","13,97,34,92,939.80","2,13,192"
EQ,235.0,236.7,232.55,234.35,233.15,233.0,234.68,345.0,223.0,"55,19,036","1,29,52,05,632.65","55,784"
EQ,90.32,91.8,89.06,90.78,89.19,89.53,90.49,159.65,86.25,"58,34,609","52,79,84,430.59","28,863"
EQ,301.5,302.45,291.0,304.65,291.9,291.5,294.9,384.2,253.4,"34,38,786","1,01,40,97,689.00","61,222"
EQ,470.1,514.8,469.5,470.1,497.0,497.8,501.46,895.85,432.0,"2,52,36,260","12,65,48,50,175.10","3,26,122"
EQ,261.5,263.0,250.55,261.5,252.7,252.65,253.27,828.0,250.55,"20,33,277","51,49,67,580.35","27,118"
EQ,359.0,367.8,356.15,361.15,362.9,363.85,361.46,543.55,349.25,"61,96,610","2,23,98,55,376.40","76,400"
EQ,89.54,89.99,87.28,89.53,87.4,87.98,88.69,159.65,86.25,"65,91,109","58,45,39,499.10","38,830"
EQ,118.26,119.0,116.09,118.65,116.15,116.42,117.03,185.97,114.4,"1,07,09,253","1,25,32,80,641.36","84,848"
EQ,543.25,543.8,478.45,543.9,487.5,489.4,501.4,776.6,478.45,"33,58,626","1,68,40,12,628.60","41,808"
EQ,210.8,212.69,204.55,211.78,206.82,208.02,208.25,311.8,186.03,"11,86,581","24,71,01,325.18","28,991"
EQ,254.0,257.45,253.45,255.75,256.5,256.25,255.88,366.25,252.2,"1,36,14,799","3,48,37,53,638.95","1,04,795"
EQ,248.45,249.4,242.1,248.45,244.45,244.75,244.42,687.0,242.1,"73,76,510","1,80,30,01,547.70","91,736"
EQ,848.65,859.45,806.30,840.65,810.90,811.75,833.98,"2,174.10",806.3,"56,12,214","4,68,04,69,543.30","1,32,295"
EQ,410.00,416.00,390.50,397.65,393.00,393.25,399.20,"2,109.15",313.4,"8,93,030","35,65,01,879.90","19,163"
EQ,163.6,165.24,154.0,168.71,154.48,156.4,157.51,663.0,124.25,"1,09,46,504","1,72,41,47,631.36","1,00,202"
EQ,"1,212.80","1,215.00","1,200.65","1,204.00","1,208.00","1,207.10","1,206.31","3,217.60","1,193.35","1,15,09,215","13,88,36,37,029.45","2,36,188"
EQ,503.0,512.2,490.65,497.8,495.95,497.25,501.55,895.85,432.0,"88,36,834","4,43,21,23,077.30","1,57,386"
EQ,315.35,319.3,314.5,318.7,315.7,315.7,315.71,448.45,292.8,"73,02,366","2,30,54,54,828.75","75,949"
EQ,311.0,312.8,302.3,309.85,306.1,307.0,306.45,594.8,302.3,"48,65,436","1,49,10,06,335.95","64,219"
EQ,233.5,233.85,228.5,233.0,231.2,231.0,230.08,345.0,223.0,"96,64,032","2,22,34,87,545.90","1,00,185"
EQ,291.0,299.85,285.9,291.5,299.3,298.3,291.56,384.2,253.4,"49,11,550","1,43,19,97,868.20","1,17,610"
EQ,474.5,476.25,454.25,467.25,458.55,458.8,464.19,804.9,418.75,"31,35,406","1,45,54,12,106.65","51,352"
EQ,160.0,161.94,157.47,160.74,159.1,159.37,158.64,246.3,155.51,"88,36,252","1,40,17,56,957.40","73,469"
EQ,853.00,872.55,847.45,856.80,865.20,862.00,857.49,"1,097.00",723.35,"19,67,080","1,68,67,49,186.05","52,687"
EQ,256.0,258.2,248.2,255.85,249.7,250.75,251.61,452.95,248.2,"7,48,273","18,82,73,200.50","17,387"
EQ,353.25,356.0,341.0,351.5,343.0,343.3,345.47,494.85,326.35,"64,64,092","2,23,31,69,061.10","94,600"
EQ,54.64,54.94,51.75,54.58,52.05,52.13,52.75,86.04,35.5,"3,90,73,334","2,06,11,15,204.04","1,28,148"
EQ,76.35,76.99,73.51,76.01,74.19,74.31,74.77,118.4,71.0,"1,98,18,208","1,48,17,72,593.14","82,934"
EQ,249.0,252.0,238.2,250.75,241.7,241.4,243.21,452.95,238.2,"8,21,515","19,97,98,613.45","30,259"
EQ,255.9,257.0,247.3,256.25,251.8,250.85,250.84,366.25,247.3,"3,85,12,868","9,66,04,82,668.20","1,77,584"
EQ,116.0,116.21,112.92,116.42,113.92,113.49,114.01,185.97,112.92,"2,41,61,878","2,75,45,94,319.93","1,22,438"
EQ,495.0,501.55,473.0,497.25,490.0,478.95,485.82,895.85,432.0,"66,04,732","3,20,86,98,196.65","1,37,350"
EQ,230.0,230.5,223.15,231.0,225.65,225.25,225.44,345.0,223.0,"1,72,37,276","3,88,60,18,834.10","1,35,768"
EQ,305.0,306.0,292.45,307.0,295.1,293.75,295.86,594.8,292.45,"65,17,549","1,92,82,79,399.20","60,012"
EQ,"1,202.00","1,217.35","1,193.30","1,207.10","1,198.00","1,200.10","1,205.62","3,217.60","1,193.30","2,30,07,298","27,73,81,25,737.60","3,55,378"
EQ,250.0,259.8,245.2,252.65,256.35,255.45,252.38,828.0,245.2,"41,39,705","1,04,47,64,671.00","49,418"
EQ,297.65,299.25,280.1,298.3,283.2,283.3,285.54,384.2,253.4,"49,69,675","1,41,90,51,625.50","61,077"
EQ,86.91,87.55,82.8,87.98,83.86,84.11,85.16,159.65,82.8,"85,28,372","72,62,54,089.14","59,153"
EQ,795.10,815.00,760.15,811.75,764.00,774.40,777.29,"2,174.10",760.15,"4,39,47,584","34,16,00,41,484.00","2,86,589"
EQ,51.21,51.9,49.51,52.13,49.85,49.71,50.04,86.04,35.5,"9,32,11,241","4,66,38,75,194.54","2,77,849"
EQ,453.05,468.0,442.35,458.8,462.7,464.1,455.55,804.9,418.75,"69,30,904","3,15,73,97,283.45","83,261"
EQ,391.90,391.90,374.10,393.25,381.00,378.25,378.58,"2,109.15",313.4,"8,74,280","33,09,85,798.35","17,677"
EQ,158.99,158.99,153.65,159.37,158.0,156.04,155.21,246.3,153.65,"2,49,10,367","3,86,62,79,520.88","1,35,406"
EQ,207.87,211.49,202.0,208.02,205.0,207.04,206.77,311.8,186.03,"25,35,082","52,41,91,398.87","59,501"
EQ,340.0,342.05,335.5,343.3,339.0,339.2,338.97,494.85,326.35,"83,40,920","2,82,72,83,028.15","1,09,258"
EQ,481.6,484.9,465.25,489.4,466.0,468.85,473.53,776.6,465.25,"8,93,400","42,30,51,558.60","38,825"
EQ,314.0,315.65,306.55,315.7,310.7,311.45,311.28,448.45,292.8,"2,11,27,180","6,57,63,71,010.30","1,55,498"
EQ,73.5,73.86,71.0,74.31,73.14,72.9,72.55,118.4,71.0,"2,84,37,195","2,06,31,46,494.91","1,11,973"
EQ,850.00,866.20,842.40,862.00,850.80,856.15,855.27,"1,097.00",723.35,"77,14,704","6,59,81,58,973.20","1,11,722"
EQ,366.8,375.75,365.3,363.85,368.5,369.35,371.22,543.55,349.25,"2,18,99,478","8,12,96,09,488.30","2,16,239"
EQ,244.05,244.05,236.15,244.75,238.0,237.3,238.41,687.0,236.15,"1,40,66,882","3,35,36,58,701.30","1,02,500"
EQ,154.48,155.7,146.01,156.4,150.89,150.19,150.38,663.0,124.25,"75,37,653","1,13,35,44,387.97","74,439"
EQ,487.6,497.0,474.05,478.95,483.0,483.15,483.53,895.85,432.0,"58,43,341","2,82,54,33,006.20","1,18,556"
EQ,151.4,152.92,136.5,150.19,146.06,143.93,141.86,663.0,124.25,"1,18,80,440","1,68,53,89,959.90","98,320"
EQ,73.59,74.24,71.5,72.9,73.46,73.37,72.66,118.4,71.0,"1,73,64,718","1,26,16,84,986.75","87,827"
EQ,256.5,259.95,231.4,255.45,239.8,239.35,240.29,828.0,231.4,"41,56,965","99,88,79,701.80","73,201"
EQ,239.0,243.64,234.01,237.3,242.6,242.41,239.45,687.0,234.01,"68,64,635","1,64,37,18,953.34","98,287"
EQ,475.0,475.8,449.0,468.85,470.3,470.55,461.19,776.6,449.0,"8,31,994","38,37,09,041.65","38,608"
EQ,382.80,386.45,359.35,378.25,374.10,376.05,369.49,"2,109.15",313.4,"14,07,669","52,01,15,077.50","20,451"
EQ,852.00,876.55,846.25,856.15,854.00,854.35,857.31,"1,097.00",723.35,"28,28,636","2,42,50,13,285.25","61,084"
EQ,281.2,284.7,273.55,283.3,280.4,280.25,278.71,384.2,253.4,"21,36,966","59,55,89,637.80","65,808"
EQ,295.0,298.9,287.55,293.75,297.95,297.8,292.96,594.8,287.55,"37,92,065","1,11,09,28,764.80","44,028"
EQ,"1,204.00","1,206.45","1,156.00","1,200.10","1,174.00","1,171.25","1,168.57","3,217.60","1,156.00","1,79,44,938","20,96,99,45,818.55","6,82,013"
EQ,370.0,371.0,352.4,369.35,360.6,360.35,358.41,543.55,349.25,"1,26,75,744","4,54,30,78,526.30","1,96,314"
EQ,244.93,246.36,226.59,241.4,237.3,238.38,235.98,452.95,226.59,"13,12,886","30,98,21,140.07","37,596"
EQ,311.3,317.8,307.7,311.45,315.0,314.4,311.34,448.45,292.8,"97,79,703","3,04,48,07,581.35","1,63,132"
EQ,253.0,253.8,248.5,250.85,252.65,252.5,251.19,366.25,247.3,"98,73,539","2,48,01,31,540.45","97,994"
EQ,212.0,212.4,197.07,207.04,204.19,204.32,203.05,311.8,186.03,"24,41,079","49,56,60,236.79","50,074"
EQ,156.04,159.0,153.31,156.04,153.86,154.05,155.04,246.3,153.31,"2,19,47,511","3,40,27,05,425.00","90,557"
EQ,338.75,345.85,331.85,339.2,343.75,342.85,338.64,494.85,326.35,"97,27,866","3,29,42,61,841.15","1,43,177"
EQ,114.7,115.35,110.72,113.49,114.6,114.56,113.08,185.97,110.72,"1,88,81,646","2,13,51,34,580.57","1,08,432"
EQ,84.5,85.75,80.54,84.11,82.4,82.0,82.38,159.65,80.54,"88,62,458","73,00,45,535.10","53,604"
EQ,775.00,808.80,758.00,774.40,808.00,804.10,786.54,"2,174.10",758.0,"57,20,645","4,49,95,23,855.75","1,74,434"
EQ,224.75,226.0,218.36,225.25,225.45,225.13,222.52,345.0,218.36,"1,19,28,529","2,65,43,77,391.09","1,50,119"
EQ,50.05,51.19,46.6,49.71,49.43,49.78,48.73,86.04,35.5,"10,85,78,059","5,29,10,76,888.79","2,72,249"
EQ,464.7,477.25,449.25,464.1,474.3,473.85,464.36,804.9,418.75,"55,30,160","2,56,80,08,261.05","85,352"
